,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,new_date,year,date,first_or_second_half_of_year,crime
264220,I162022233,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B2,318,,2016-03-22 11:30:00,2016,3,Tuesday,11,Part Two,HUTCHINGS ST,42.31026891,-71.08931055,"(42.31026891, -71.08931055)",03,2016,2016.03,2016.1,Heroin
264221,I162022233,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,318,,2016-03-22 11:30:00,2016,3,Tuesday,11,Part Two,HUTCHINGS ST,42.31026891,-71.08931055,"(42.31026891, -71.08931055)",03,2016,2016.03,2016.1,Heroin
264226,I162022225,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2, ,,2016-03-22 11:32:00,2016,3,Tuesday,11,Part Two,,,,"(0.00000000, 0.00000000)",03,2016,2016.03,2016.1,Heroin
264230,I162022224,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3,431,,2016-03-22 11:10:00,2016,3,Tuesday,11,Part Two,IRMA ST,42.28702169,-71.08754609,"(42.28702169, -71.08754609)",03,2016,2016.03,2016.1,Heroin
264333,I162022115,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E18,518,,2016-03-21 22:20:00,2016,3,Monday,22,Part Two,HYDE PARK AVE,42.25332979,-71.12467152,"(42.25332979, -71.12467152)",03,2016,2016.03,2016.1,Heroin
264347,I162022092,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A1, ,,2016-03-21 20:55:00,2016,3,Monday,20,Part Two,,,,"(0.00000000, 0.00000000)",03,2016,2016.03,2016.1,Heroin
264406,I162022037,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,304,,2016-03-21 17:55:00,2016,3,Monday,17,Part Two,COLUMBUS AVE,42.31955145,-71.09827852,"(42.31955145, -71.09827852)",03,2016,2016.03,2016.1,Heroin
264422,I162022022,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E5,685,,2016-03-21 16:58:00,2016,3,Monday,16,Part Two,BEECH ST,42.27830138,-71.13699073,"(42.27830138, -71.13699073)",03,2016,2016.03,2016.1,Heroin
264723,I162021702,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E5,561,,2016-03-20 12:53:00,2016,3,Sunday,12,Part Two,CUMMINS HWY,42.28168459,-71.12222109,"(42.28168459, -71.12222109)",03,2016,2016.03,2016.1,Heroin
264763,I162021650,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E18,485,,2016-03-20 03:40:00,2016,3,Sunday,3,Part Two,ALPINE ST,42.26461393,-71.10173362,"(42.26461393, -71.10173362)",03,2016,2016.03,2016.1,Heroin
264949,I162021452,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E5,563,,2016-03-19 12:39:00,2016,3,Saturday,12,Part Two,WASHINGTON ST,42.29148517,-71.12275618,"(42.29148517, -71.12275618)",03,2016,2016.03,2016.1,Heroin
265025,I162021356,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,358,,2016-03-19 06:27:00,2016,3,Saturday,6,Part Two,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)",03,2016,2016.03,2016.1,Heroin
265040,I162021336,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E18,940,,2016-03-19 02:00:00,2016,3,Saturday,2,Part Two,GARFIELD AVE,42.24361883,-71.11989255,"(42.24361883, -71.11989255)",03,2016,2016.03,2016.1,Heroin
265074,I162021306,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,D14,795,,2016-03-19 00:18:00,2016,3,Saturday,0,Part Two,COMMONWEALTH AVE,42.34900739,-71.13860108,"(42.34900739, -71.13860108)",03,2016,2016.03,2016.1,Heroin
265075,I162021304,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E5,697,,2016-03-19 00:23:00,2016,3,Saturday,0,Part Two,BELGRADE AVE,42.28646201,-71.14970869,"(42.28646201, -71.14970869)",03,2016,2016.03,2016.1,Heroin
265123,I162021252,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,D4,623,,2016-03-18 19:20:00,2016,3,Friday,19,Part Two,COMMONWEALTH AVE,42.34880461,-71.09392554,"(42.34880461, -71.09392554)",03,2016,2016.03,2016.1,Heroin
265200,I162021172,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,D14,796,,2016-03-18 16:30:00,2016,3,Friday,16,Part Two,COMMONWEALTH AVE,42.35073963,-71.13047909,"(42.35073963, -71.13047909)",03,2016,2016.03,2016.1,Heroin
265201,I162021171,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E5,718,,2016-03-18 16:17:00,2016,3,Friday,16,Part Two,CASS ST,42.27608744,-71.16342039,"(42.27608744, -71.16342039)",03,2016,2016.03,2016.1,Heroin
265218,I162021149,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,282,,2016-03-18 15:51:00,2016,3,Friday,15,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)",03,2016,2016.03,2016.1,Heroin
265316,I162021048,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B2,330,,2016-03-18 09:10:00,2016,3,Friday,9,Part Two,BLUE HILL AVE,42.3043395,-71.08477887,"(42.30433950, -71.08477887)",03,2016,2016.03,2016.1,Heroin
265347,I162021014,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E5,727,,2016-03-18 04:17:00,2016,3,Friday,4,Part Two,GARDNER ST,42.27724055,-71.16780065,"(42.27724055, -71.16780065)",03,2016,2016.03,2016.1,Heroin
265399,I162020952,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,330,,2016-03-17 20:25:00,2016,3,Thursday,20,Part Two,NORMANDY ST,42.30485418,-71.08347851,"(42.30485418, -71.08347851)",03,2016,2016.03,2016.1,Heroin
265427,I162020923,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E5,564,,2016-03-17 18:18:00,2016,3,Thursday,18,Part Two,WASHINGTON ST,42.29540124,-71.11860475,"(42.29540124, -71.11860475)",03,2016,2016.03,2016.1,Heroin
265435,I162020911,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2016-03-17 18:02:39,2016,3,Thursday,18,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",03,2016,2016.03,2016.1,Heroin
265453,I162020894,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E18,522,,2016-03-17 16:42:00,2016,3,Thursday,16,Part Two,B ST,42.25014441,-71.12553157,"(42.25014441, -71.12553157)",03,2016,2016.03,2016.1,Heroin
265454,I162020893,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,444,,2016-03-17 16:58:00,2016,3,Thursday,16,Part Two,GLEASON ST,42.29755695,-71.08182045,"(42.29755695, -71.08182045)",03,2016,2016.03,2016.1,Heroin
265627,I162020717,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,912,,2016-03-17 00:07:00,2016,3,Thursday,0,Part Two,CENTRE ST,42.32283759,-71.10096723,"(42.32283759, -71.10096723)",03,2016,2016.03,2016.1,Heroin
265664,I162020676,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,D4,594,,2016-03-16 20:18:00,2016,3,Wednesday,20,Part Two,HUNTINGTON AVE,42.3420185,-71.08566213,"(42.34201850, -71.08566213)",03,2016,2016.03,2016.1,Heroin
265696,I162020639,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,167,,2016-03-16 18:17:00,2016,3,Wednesday,18,Part Two,WAREHAM ST,42.33931449,-71.06748926,"(42.33931449, -71.06748926)",03,2016,2016.03,2016.1,Heroin
265730,I162020603,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,118,,2016-03-16 17:23:00,2016,3,Wednesday,17,Part Two,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)",03,2016,2016.03,2016.1,Heroin
265809,I162020503,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,903,,2016-03-16 12:54:00,2016,3,Wednesday,12,Part Two,SHAWMUT AVE,42.33543394,-71.08076738,"(42.33543394, -71.08076738)",03,2016,2016.03,2016.1,Heroin
265848,I162020462,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3,437,,2016-03-16 11:04:00,2016,3,Wednesday,11,Part Two,NORFOLK ST,42.28799812,-71.07788107,"(42.28799812, -71.07788107)",03,2016,2016.03,2016.1,Heroin
265871,I162020436,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,287,,2016-03-16 10:20:00,2016,3,Wednesday,10,Part Two,RUGGLES ST,42.33105456,-71.08273154,"(42.33105456, -71.08273154)",03,2016,2016.03,2016.1,Heroin
265896,I162020407,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,333,,2016-03-16 06:44:00,2016,3,Wednesday,6,Part Two,COLUMBIA RD,42.31069804,-71.07119068,"(42.31069804, -71.07119068)",03,2016,2016.03,2016.1,Heroin
265986,I162020304,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,282,,2016-03-15 19:07:00,2016,3,Tuesday,19,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)",03,2016,2016.03,2016.1,Heroin
266058,I162020228,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,916,,2016-03-15 14:38:00,2016,3,Tuesday,14,Part Two,BICKFORD ST,42.32483301,-71.10164757,"(42.32483301, -71.10164757)",03,2016,2016.03,2016.1,Heroin
266068,I162020218,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E18,521,,2016-03-15 14:16:00,2016,3,Tuesday,14,Part Two,FAIRMOUNT AVE,42.2545638,-71.11998513,"(42.25456380, -71.11998513)",03,2016,2016.03,2016.1,Heroin
266076,I162020208,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,289,,2016-03-15 08:30:00,2016,3,Tuesday,8,Part Two,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)",03,2016,2016.03,2016.1,Heroin
266096,I162020187,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,456,,2016-03-15 12:52:00,2016,3,Tuesday,12,Part Two,ERIE ST,,,"(0.00000000, 0.00000000)",03,2016,2016.03,2016.1,Heroin
266189,I162020083,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E18,546,,2016-03-14 22:03:00,2016,3,Monday,22,Part Two,GWINNETT ST,42.26352081,-71.12430183,"(42.26352081, -71.12430183)",03,2016,2016.03,2016.1,Heroin
266232,I162020044,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,179,,2016-03-14 19:15:00,2016,3,Monday,19,Part Two,MASSACHUSETTS AVE,42.33331285,-71.07322932,"(42.33331285, -71.07322932)",03,2016,2016.03,2016.1,Heroin
266240,I162020036,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,355,,2016-03-14 19:27:00,2016,3,Monday,19,Part Two,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)",03,2016,2016.03,2016.1,Heroin
266255,I162020016,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,355,,2016-03-14 18:30:00,2016,3,Monday,18,Part Two,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)",03,2016,2016.03,2016.1,Heroin
266366,I162019883,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,288,,2016-03-14 11:33:00,2016,3,Monday,11,Part Two,WASHINGTON ST,42.32925905,-71.08482402,"(42.32925905, -71.08482402)",03,2016,2016.03,2016.1,Heroin
266558,I162019672,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,355,,2016-03-13 16:31:00,2016,3,Sunday,16,Part Two,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)",03,2016,2016.03,2016.1,Heroin
266599,I162019633,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,330,,2016-03-13 12:19:00,2016,3,Sunday,12,Part Two,BLUE HILL AVE,42.3043395,-71.08477887,"(42.30433950, -71.08477887)",03,2016,2016.03,2016.1,Heroin
266765,I162019463,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13, ,,2016-03-12 18:58:00,2016,3,Saturday,18,Part Two,,,,"(0.00000000, 0.00000000)",03,2016,2016.03,2016.1,Heroin
266773,I162019456,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,309,,2016-03-12 18:40:00,2016,3,Saturday,18,Part Two,DALE ST,42.3213001,-71.08567786,"(42.32130010, -71.08567786)",03,2016,2016.03,2016.1,Heroin
266788,I162019438,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2016-03-12 18:09:34,2016,3,Saturday,18,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",03,2016,2016.03,2016.1,Heroin
266802,I162019420,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3, ,,2016-03-12 17:19:00,2016,3,Saturday,17,Part Two,BLUE HILL AVE,,,"(0.00000000, 0.00000000)",03,2016,2016.03,2016.1,Heroin
266809,I162019412,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,355,,2016-03-12 16:56:00,2016,3,Saturday,16,Part Two,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)",03,2016,2016.03,2016.1,Heroin
266818,I162019404,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A7,20,,2016-03-12 15:55:00,2016,3,Saturday,15,Part Two,BENNINGTON ST,42.37843402,-71.02940159,"(42.37843402, -71.02940159)",03,2016,2016.03,2016.1,Heroin
266823,I162019399,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,D14,769,,2016-03-12 15:29:00,2016,3,Saturday,15,Part Two,MARKET ST,42.35441899,-71.15018788,"(42.35441899, -71.15018788)",03,2016,2016.03,2016.1,Heroin
266852,I162019368,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2, ,,2016-03-12 14:15:00,2016,3,Saturday,14,Part Two,,,,"(0.00000000, 0.00000000)",03,2016,2016.03,2016.1,Heroin
267017,I162019196,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B3,436,,2016-03-11 21:42:00,2016,3,Friday,21,Part Two,TORREY ST,42.28734264,-71.07293395,"(42.28734264, -71.07293395)",03,2016,2016.03,2016.1,Heroin
267049,I162019157,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,123,,2017-11-02 01:20:00,2017,11,Thursday,1,Part Two,WASHINGTON ST,42.34874245,-71.06396897,"(42.34874245, -71.06396897)",11,2017,2017.11,2017.2,Heroin
267072,I162019137,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A7,26,,2016-03-11 18:25:00,2016,3,Friday,18,Part Two,LIVERPOOL ST,42.37221505,-71.04091397,"(42.37221505, -71.04091397)",03,2016,2016.03,2016.1,Heroin
267081,I162019128,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,200,,2016-03-11 18:25:00,2016,3,Friday,18,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",03,2016,2016.03,2016.1,Heroin
267095,I162019114,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3, ,,2016-03-11 17:03:00,2016,3,Friday,17,Part Two,,,,"(0.00000000, 0.00000000)",03,2016,2016.03,2016.1,Heroin
267122,I162019086,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,366,,2016-03-11 15:28:00,2016,3,Friday,15,Part Two,LONSDALE ST,42.29037676,-71.06139736,"(42.29037676, -71.06139736)",03,2016,2016.03,2016.1,Heroin
267176,I162019031,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2, ,,2016-03-11 11:23:00,2016,3,Friday,11,Part Two,,,,"(0.00000000, 0.00000000)",03,2016,2016.03,2016.1,Heroin
267277,I162018912,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3,459,,2016-03-10 19:10:00,2016,3,Thursday,19,Part Two,FENELON ST,42.30325271,-71.07994055,"(42.30325271, -71.07994055)",03,2016,2016.03,2016.1,Heroin
267352,I162018822,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,D4,156,,2016-03-10 14:07:00,2016,3,Thursday,14,Part Two,WORCESTER ST,42.33958865,-71.0781966,"(42.33958865, -71.07819660)",03,2016,2016.03,2016.1,Heroin
267373,I162018799,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E5,723,,2016-03-10 13:12:00,2016,3,Thursday,13,Part Two,BELLE AVE,42.27005819,-71.16618825,"(42.27005819, -71.16618825)",03,2016,2016.03,2016.1,Heroin
267382,I162018795,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2016-03-10 13:05:00,2016,3,Thursday,13,Part Two,HANSBOROUGH ST,42.28810362,-71.09153335,"(42.28810362, -71.09153335)",03,2016,2016.03,2016.1,Heroin
267396,I162018780,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E13,634,,2016-03-10 11:55:00,2016,3,Thursday,11,Part Two,PERKINS ST,42.3210628,-71.11569217,"(42.32106280, -71.11569217)",03,2016,2016.03,2016.1,Heroin
267526,I162018616,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,111,,2016-03-09 20:27:00,2016,3,Wednesday,20,Part Two,WEST ST,42.35459106,-71.0621901,"(42.35459106, -71.06219010)",03,2016,2016.03,2016.1,Heroin
267670,I162018477,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3,465,,2016-03-09 11:49:00,2016,3,Wednesday,11,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",03,2016,2016.03,2016.1,Heroin
267682,I162018466,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2, ,,2016-03-09 10:17:00,2016,3,Wednesday,10,Part Two,,,,"(0.00000000, 0.00000000)",03,2016,2016.03,2016.1,Heroin
267822,I162018315,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,112,,2016-03-08 18:20:00,2016,3,Tuesday,18,Part Two,CHAUNCY ST,42.35285118,-71.06096412,"(42.35285118, -71.06096412)",03,2016,2016.03,2016.1,Heroin
267900,I162018227,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,565,,2016-03-08 12:23:00,2016,3,Tuesday,12,Part Two,CANTERBURY ST,42.29313426,-71.1011519,"(42.29313426, -71.10115190)",03,2016,2016.03,2016.1,Heroin
267991,I162018126,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A7,28,,2016-03-08 04:59:00,2016,3,Tuesday,4,Part Two,PARIS ST,42.37248334,-71.03752375,"(42.37248334, -71.03752375)",03,2016,2016.03,2016.1,Heroin
268008,I162018099,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,200,,2016-03-07 23:00:00,2016,3,Monday,23,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",03,2016,2016.03,2016.1,Heroin
268042,I162018060,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,200,,2016-03-07 20:21:00,2016,3,Monday,20,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",03,2016,2016.03,2016.1,Heroin
268075,I162018023,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2016-03-07 18:54:00,2016,3,Monday,18,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",03,2016,2016.03,2016.1,Heroin
268076,I162018022,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2016-03-07 18:53:00,2016,3,Monday,18,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)",03,2016,2016.03,2016.1,Heroin
268084,I162018013,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,282,,2016-03-07 18:33:00,2016,3,Monday,18,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)",03,2016,2016.03,2016.1,Heroin
268172,I162017913,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E5,691,,2016-03-07 07:00:00,2016,3,Monday,7,Part Two,CENTRE ST,42.28709355,-71.14822128,"(42.28709355, -71.14822128)",03,2016,2016.03,2016.1,Heroin
268327,I162017737,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,355,,2016-03-06 17:54:00,2016,3,Sunday,17,Part Two,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)",03,2016,2016.03,2016.1,Heroin
268365,I162017697,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,200,,2016-03-06 15:25:00,2016,3,Sunday,15,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",03,2016,2016.03,2016.1,Heroin
268366,I162017696,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,200,,2016-03-06 15:24:00,2016,3,Sunday,15,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",03,2016,2016.03,2016.1,Heroin
268376,I162017686,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,402,,2016-03-06 13:59:00,2016,3,Sunday,13,Part Two,DORCHESTER AVE,42.2843982,-71.06468373,"(42.28439820, -71.06468373)",03,2016,2016.03,2016.1,Heroin
268527,I162017521,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E5,680,,2016-03-05 19:50:00,2016,3,Saturday,19,Part Two,WASHINGTON ST,42.28471678,-71.12998991,"(42.28471678, -71.12998991)",03,2016,2016.03,2016.1,Heroin
268564,I162017477,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D14,780,,2016-03-05 17:29:00,2016,3,Saturday,17,Part Two,GLENCOE ST,42.3546354,-71.14821942,"(42.35463540, -71.14821942)",03,2016,2016.03,2016.1,Heroin
268718,I162017315,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B2,183,,2016-03-04 22:50:00,2016,3,Friday,22,Part Two,DUDLEY ST,42.31987076,-71.07096263,"(42.31987076, -71.07096263)",03,2016,2016.03,2016.1,Heroin
268769,I162017259,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2, ,,2016-03-04 18:29:00,2016,3,Friday,18,Part Two,,,,"(0.00000000, 0.00000000)",03,2016,2016.03,2016.1,Heroin
268792,I162017238,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,355,,2016-03-04 17:47:00,2016,3,Friday,17,Part Two,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)",03,2016,2016.03,2016.1,Heroin
268803,I162017228,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,115,,2016-03-04 17:00:00,2016,3,Friday,17,Part Two,BOYLSTON ST,42.3523119,-71.0637051,"(42.35231190, -71.06370510)",03,2016,2016.03,2016.1,Heroin
268814,I162017222,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,200,,2016-03-04 17:12:00,2016,3,Friday,17,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",03,2016,2016.03,2016.1,Heroin
268817,I162017219,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,200,,2016-03-04 17:06:00,2016,3,Friday,17,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",03,2016,2016.03,2016.1,Heroin
268885,I162017147,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C11,337,,2016-03-04 10:50:00,2016,3,Friday,10,Part Two,COLUMBIA RD,42.30645148,-71.07730382,"(42.30645148, -71.07730382)",03,2016,2016.03,2016.1,Heroin
269030,I162016986,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,355,,2016-03-03 18:27:00,2016,3,Thursday,18,Part Two,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)",03,2016,2016.03,2016.1,Heroin
269033,I162016984,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3, ,,2016-03-03 17:15:00,2016,3,Thursday,17,Part Two,,,,"(0.00000000, 0.00000000)",03,2016,2016.03,2016.1,Heroin
269036,I162016983,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4,272,,2016-03-03 17:54:00,2016,3,Thursday,17,Part Two,E LENOX ST,42.33406106,-71.0775625,"(42.33406106, -71.07756250)",03,2016,2016.03,2016.1,Heroin
269068,I162016945,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E13,916,,2016-03-03 15:08:00,2016,3,Thursday,15,Part Two,BICKFORD ST,42.32597067,-71.10134303,"(42.32597067, -71.10134303)",03,2016,2016.03,2016.1,Heroin
269195,I162016810,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A1,117,,2016-03-03 01:40:00,2016,3,Thursday,1,Part Two,BOYLSTON ST,42.3523119,-71.0637051,"(42.35231190, -71.06370510)",03,2016,2016.03,2016.1,Heroin
269226,I162016771,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,328,,2016-03-02 21:16:00,2016,3,Wednesday,21,Part Two,QUINCY ST,42.31252546,-71.07389321,"(42.31252546, -71.07389321)",03,2016,2016.03,2016.1,Heroin
269255,I162016743,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4,156,,2016-03-02 18:41:00,2016,3,Wednesday,18,Part Two,SHAWMUT AVE,42.33781618,-71.07732638,"(42.33781618, -71.07732638)",03,2016,2016.03,2016.1,Heroin
269269,I162016730,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,355,,2016-03-02 16:00:00,2016,3,Wednesday,16,Part Two,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)",03,2016,2016.03,2016.1,Heroin
269438,I162016543,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,383,,2016-03-02 00:15:00,2016,3,Wednesday,0,Part Two,SAINT BRENDAN RD,42.28232091,-71.05166061,"(42.28232091, -71.05166061)",03,2016,2016.03,2016.1,Heroin
